Test Type,Soil Type,Shaft Shape,Shaft diameter(mm),Depth (m),Age(days),Rum(kN),Number of Helix,Effective Helix Diameter,T(kN.m)
C,Sand,RS,73,4.8,4,280,3,305,8.1
C,Sand,RS,73,3.9,0,378,3,305,6.4
C,Sand,RS,73,3.9,1,158,3,305,10
C,Sand,RS,76,2.4,0,289,2,305,6.8
C,Sand,RS,76,2.4,0,247,3,305,6.2
C,Sand,RS,89,4.7,4,168,2,305,5.1
C,Sand,RS,89,4.9,6,208,2,305,4.7
C,Sand,RS,89,4.1,0,222,2,305,6
C,Sand,RS,89,3.7,10,253,2,305,9.8
C,Sand,RS,89,4,11,220,2,305,6.8
C,Sand,RS,89,4.9,11,227,2,305,6.5
C,Sand,RS,89,2.7,8,160,2,305,3.1
C,Sand,RS,89,4.6,4,172,2,305,5.3
C,Sand,RS,89,4.7,6,262,3,305,4.7
C,Sand,RS,89,4.1,1,190,3,305,5.4
C,Sand,RS,89,4,9,286,3,305,8.7
C,Sand,RS,89,3.7,11,271,3,305,8.5
C,Sand,RS,89,4.9,10,246,3,305,6.4
C,Sand,RS,89,2.1,14,153,3,305,4.7
C,Sand,RS,89,4.6,5,240,3,305,6.5
C,Sand,RS,89,4.9,4,207,3,305,5.2
C,Sand,RS,114,21,1,498,2,305,12
C,Sand,RS,114,4.9,5,290,2,356,14
C,Sand,RS,114,5,9,334,2,356,14
C,Sand,RS,114,14,0,534,3,305,27
C,Sand,RS,114,4,7,279,3,356,14
C,Sand,RS,114,4.9,7,240,3,356,13
U,Clay,SS,38,9.8,2,281,1,203,7.7
U,Clay,SS,38,8.6,9,233,1,203,7.5
U,Clay,SS,38,7.2,4,178,1,203,8.1
C,Sand,RS,73,4.6,2,192,2,305,5.6
C,Sand,RS,73,3.8,1,254,2,305,4.5
C,Sand,RS,73,3.8,1,79,2,305,2
C,Sand,RS,73,3.7,7,265,2,305,9.1
C,Sand,RS,73,4,8,247,2,305,7.1
C,Sand,RS,73,4.6,4,166,2,305,3.1
C,Sand,RS,73,2.9,3,104,2,305,2.8
C,Sand,RS,73,4.9,5,224,2,305,4
C,Sand,RS,73,3.1,1,451,2,305,7.7
C,Sand,RS,73,5.2,1,125,2,305,3.7
C,Sand,RS,73,3,1,180,2,305,4.7
C,Sand,RS,73,4,6,209,3,305,4.9
C,Sand,RS,73,3.4,0,304,3,305,7.1
C,Sand,RS,73,3.1,1,73,3,305,2.2
C,Sand,RS,73,2.7,7,318,3,305,10
C,Sand,RS,73,3.7,8,231,3,305,6.9
C,Sand,RS,73,3.7,7,193,3,305,7.5
C,Sand,RS,73,2.9,2,62,3,305,1.8
C,Sand,RS,73,4.6,5,290,3,305,5.3
C,Sand,RS,73,3.2,1,438,3,305,7.6
C,Sand,RS,73,4.8,4,280,3,305,8.1
C,Sand,RS,73,3.9,0,378,3,305,6.4
C,Sand,RS,73,3.9,1,158,3,305,10
C,Sand,RS,76,2.4,0,289,2,305,6.8
C,Sand,RS,76,2.4,0,247,3,305,6.2
C,Sand,RS,89,4.7,4,168,2,305,5.1
C,Sand,RS,89,4.9,6,208,2,305,4.7
C,Sand,RS,89,4.1,0,222,2,305,6
C,Sand,RS,89,3.7,10,253,2,305,9.8
C,Sand,RS,89,4,11,220,2,305,6.8
C,Sand,RS,89,4.9,11,227,2,305,6.5
C,Sand,RS,89,2.7,8,160,2,305,3.1
C,Sand,RS,89,4.6,4,172,2,305,5.3
C,Sand,RS,89,4.7,6,262,3,305,4.7
C,Sand,RS,89,4.1,1,190,3,305,5.4
C,Sand,RS,89,4,9,286,3,305,8.7
C,Sand,RS,89,3.7,11,271,3,305,8.5
C,Sand,RS,89,4.9,10,246,3,305,6.4
C,Sand,RS,89,2.1,14,153,3,305,4.7
C,Sand,RS,89,4.6,5,240,3,305,6.5
C,Sand,RS,89,4.9,4,207,3,305,5.2
C,Sand,RS,114,21,1,498,2,305,12
C,Sand,RS,114,4.9,5,290,2,356,14
C,Sand,RS,114,5,9,334,2,356,14
C,Sand,RS,114,14,0,534,3,305,27
C,Sand,RS,114,4,7,279,3,356,14
C,Sand,RS,114,4.9,7,240,3,356,13
U,Clay,SS,38,9.8,2,281,1,203,7.7
U,Clay,SS,38,8.6,9,233,1,203,7.5
U,Clay,SS,38,7.2,4,178,1,203,8.1
U,Clay,SS,38,7.3,1,217,1,203,8
U,Clay,SS,38,5,7,130,1,305,4.1
U,Clay,SS,38,6.9,12,180,1,305,7.5
U,Clay,SS,38,7.5,1,248,1,356,7.7
U,Clay,SS,38,4.6,1,133,1,356,3.9
U,Clay,SS,38,6.4,2,138,1,356,8.3
U,Clay,SS,38,4.6,25,154,1,356,6.7
U,Clay,SS,38,5.8,1,165,1,356,8.1
U,Clay,SS,38,5.5,1,125,1,356,7.5
U,Clay,SS,44,7.9,3,267,1,203,14
U,Clay,SS,44,4.4,1,209,1,356,6
U,Clay,SS,38,3.8,7,139,2,305,4.1
U,Clay,SS,38,4,4,170,2,305,4.7
U,Clay,SS,38,5.2,5,170,2,305,4.3
U,Clay,SS,38,4.3,8,160,3,305,4.3
U,Clay,SS,38,6.1,14,249,3,305,9.8
U,Clay,SS,38,6.1,22,262,3,305,9.8
U,Clay,SS,38,5.2,24,93,3,305,3.4
U,Clay,SS,38,4.9,5,196,3,305,4.1
U,Clay,SS,44,4.4,2,213,2,305,5.4
U,Clay,SS,44,3.5,2,254,3,305,14
U,Clay,RS,73,8.4,9,281,1,203,11
U,Clay,RS,73,8.8,0,259,1,203,12
U,Clay,RS,73,6.9,0,162,1,203,6.2
U,Clay,RS,73,5.9,1,178,1,203,10
U,Clay,RS,73,7.3,9,255,1,203,8.1
U,Clay,RS,73,7.3,0,167,1,203,8
U,Clay,RS,73,6.9,1,176,1,203,8.3
U,Clay,RS,73,7.3,5,318,1,203,11
U,Clay,RS,73,8.2,2,336,1,203,11
U,Clay,RS,73,4.6,1,108,1,305,3.5
U,Clay,RS,73,7.3,15,258,1,305,12
U,Clay,RS,73,7,12,248,1,305,8.1
U,Clay,RS,73,4.3,3,85,1,305,2.9
U,Clay,RS,73,7,0,144,1,305,8
U,Clay,RS,73,4.6,1,89,1,356,2.6
U,Clay,RS,73,4.6,2,88,1,356,2.6
U,Clay,RS,73,6.5,0,178,1,356,8.3
U,Clay,RS,73,4.4,2,116,1,356,5.2
U,Clay,RS,73,4.6,22,53,1,356,1.9
U,Clay,RS,73,4.6,23,119,1,356,5.7
U,Clay,RS,73,4.4,10,68,1,356,2
U,Clay,RS,73,6.1,1,126,1,356,12
U,Clay,RS,73,5.5,1,178,1,356,10
U,Clay,RS,73,4.9,2,153,1,356,5.1
U,Clay,RS,73,6.6,1,125,1,356,8.3
U,Clay,RS,73,6.9,2,295,1,356,11
U,Clay,RS,73,7.2,1,304,1,356,11
U,Clay,RS,76,7,1,218,1,203,9.5
U,Clay,RS,76,7.2,0,256,1,203,12
U,Clay,RS,76,7.5,1,254,1,203,12
U,Clay,RS,76,6.6,0,231,1,203,9.9
U,Clay,RS,76,6.7,0,231,1,203,8.8
U,Clay,RS,76,6.7,0,225,1,305,7.9
U,Clay,RS,76,6.6,0,196,1,305,8.8
U,Clay,RS,76,6.3,2,191,1,356,9.5
U,Clay,RS,76,6.3,84,189,1,356,12
U,Clay,RS,76,5.5,0,162,1,356,8.8
U,Clay,RS,76,4.9,0,128,1,356,5.2
U,Clay,RS,89,7.2,5,306,1,203,17
U,Clay,RS,89,6.4,1,248,1,203,16
U,Clay,RS,89,3.7,2,126,1,203,5.4
U,Clay,RS,89,4,8,87,1,203,4.5
U,Clay,RS,89,7.3,8,196,1,254,8.9
U,Clay,RS,89,4,8,158,1,305,6
U,Clay,RS,89,4.6,2,224,1,356,6.5
U,Clay,RS,89,4.6,8,141,1,356,6.2
U,Clay,RS,89,4.6,21,129,1,356,6.4
U,Clay,RS,89,6.6,12,340,1,356,17
U,Clay,RS,89,5.3,7,320,1,356,11
U,Clay,RS,89,4.3,2,252,1,356,8.1
U,Clay,RS,89,5.5,1,246,1,356,16
U,Clay,RS,89,4.3,8,263,1,356,11
U,Clay,RS,114,4.9,15,124,1,406,6.7
U,Clay,RS,114,4.9,14,125,1,406,7
U,Clay,RS,73,4.9,2,129,2,305,4.7
U,Clay,RS,73,4,1,134,2,305,4.1
U,Clay,RS,73,3.4,1,90,2,254,2.7
U,Clay,RS,73,4,1,161,2,305,3.3
U,Clay,RS,73,5.3,0,159,2,305,8.7
U,Clay,RS,73,4.9,0,140,2,305,6
U,Clay,RS,73,5.2,2,124,2,305,5.8
U,Clay,RS,73,4.9,22,108,2,305,5.4
U,Clay,RS,73,4.9,23,125,2,305,6.4
U,Clay,RS,73,4.9,11,126,2,305,3.4
U,Clay,RS,73,4.9,2,155,2,305,5.1
U,Clay,RS,73,3.7,1,248,2,305,7.5
U,Clay,RS,73,4.4,3,128,2,305,3.7
U,Clay,RS,73,3.8,1,130,2,305,4.1
U,Clay,RS,73,3.7,0,196,2,305,3.9
U,Clay,RS,73,5.5,2,178,3,305,6.6
U,Clay,RS,73,4.1,8,200,3,305,5.2
U,Clay,RS,73,3.8,1,125,3,305,4.2
U,Clay,RS,73,3.8,2,171,3,305,3.7
U,Clay,RS,73,5.4,0,200,3,305,8.7
U,Clay,RS,73,5.5,1,200,3,305,9.1
U,Clay,RS,73,4.9,15,224,3,305,11
U,Clay,RS,73,4.4,16,211,3,305,11
U,Clay,RS,73,5.2,22,133,3,305,6
U,Clay,RS,73,5.3,3,325,3,305,17
U,Clay,RS,73,5,28,311,3,305,17
U,Clay,RS,73,5.2,23,121,3,305,6.4
U,Clay,RS,73,4,3,234,3,305,7.9
U,Clay,RS,73,3.8,8,213,3,305,7.9
U,Clay,RS,73,5.2,11,136,3,305,4.5
U,Clay,RS,73,5.5,2,180,3,305,5.4
U,Clay,RS,73,5.5,2,185,3,305,6.1
U,Clay,RS,73,4.7,3,156,3,305,5.4
U,Clay,RS,73,3.8,1,127,3,305,4.2
U,Clay,RS,73,4.6,1,165,3,305,4.3
U,Clay,RS,76,5.5,0,213,2,305,7.9
U,Clay,RS,76,4.9,0,168,2,305,5.2
U,Clay,RS,76,5.5,0,234,3,305,9.4
U,Clay,RS,76,4.9,0,265,3,305,6.2
U,Clay,RS,76,5,0,309,3,356,15
U,Clay,RS,89,4.6,3,253,2,305,8.7
U,Clay,RS,89,4.9,21,160,2,305,7
U,Clay,RS,89,4.9,21,231,2,305,10
U,Clay,RS,89,4,6,298,2,305,11
U,Clay,RS,89,6.3,2,187,2,305,9.5
U,Clay,RS,89,5.3,3,204,2,305,7.5
U,Clay,RS,89,4,5,276,2,305,11
U,Clay,RS,89,4.9,11,347,2,305,12
U,Clay,RS,89,5.8,7,242,3,305,11
U,Clay,RS,89,5.8,22,354,3,305,18
U,Clay,RS,89,5.2,25,351,3,305,18
U,Clay,RS,89,5.2,21,178,3,305,9
U,Clay,RS,89,9.2,28,289,3,305,24
U,Clay,RS,89,5.5,29,435,3,305,24
U,Clay,RS,89,5.2,7,171,3,305,9.2
U,Clay,RS,89,4,8,280,3,305,10
U,Clay,RS,89,6.3,1,245,3,305,12
U,Clay,RS,89,5.3,3,234,3,305,8.1
U,Clay,RS,89,4,1,320,3,305,13
U,Clay,RS,89,6.4,17,343,3,305,15
U,Clay,RS,89,5.8,16,358,3,305,15
U,Clay,RS,89,5.2,11,361,3,305,12
U,Clay,RS,114,5.2,12,158,2,356,9.1
U,Clay,RS,114,5.2,12,170,2,356,9.8
U,Clay,RS,114,4.4,12,474,3,356,29
U,Clay,RS,114,4.3,12,460,3,356,29
U,Clay,RS,114,5.8,7,266,3,356,16
U,Clay,RS,114,5.8,7,234,3,356,15
U,Clay,RS,114,17,11,196,3,406,30
U,Sand,SS,38,5.5,4,93,1,203,2.7
U,Sand,SS,38,4.9,1,137,1,203,3.5
U,Sand,SS,38,3.7,7,32,1,203,1.5
U,Sand,SS,38,6.6,2,234,1,203,3.7
U,Sand,SS,44,2.7,3,33,1,203,1
U,Sand,SS,44,7,0,142,1,203,1.8
U,Sand,SS,44,6.1,0,258,1,356,13
U,Sand,SS,38,4.8,1,141,2,305,4.2
U,Sand,SS,38,4.3,1,165,2,305,3.1
U,Sand,SS,38,4.9,7,187,2,305,5.6
U,Sand,SS,38,5.8,3,215,2,305,3.9
U,Sand,SS,38,4.7,0,150,3,305,4
U,Sand,SS,38,4,0,133,3,305,3.3
U,Sand,SS,38,4.9,8,214,3,305,5.6
U,Sand,SS,38,6.3,4,231,3,305,7.1
U,Sand,SS,44,6.1,7,318,2,305,11
U,Sand,SS,44,3.1,3,125,3,305,4.7
U,Sand,RS,73,4.6,2,100,1,203,2.9
U,Sand,RS,73,4.1,6,113,1,203,3.9
U,Sand,RS,73,12,1,192,1,203,11
U,Sand,RS,73,3.4,1,56,1,203,1.6
U,Sand,RS,73,2.6,1,31,1,203,1.4
U,Sand,RS,73,2.6,1,25,1,203,1
U,Sand,RS,73,3.7,1,51,1,203,2.2
U,Sand,RS,73,3.7,1,52,1,203,2.6
U,Sand,RS,73,2.7,3,49,1,203,1.5
U,Sand,RS,73,3.1,7,40,1,203,1.4
U,Sand,RS,73,2.7,0,19,1,203,1
U,Sand,RS,73,3.7,1,66,1,203,1.8
U,Sand,RS,73,4.3,2,153,1,203,7.5
U,Sand,RS,73,7.9,2,162,1,203,5.2
U,Sand,RS,73,2.9,1,93,1,203,1.4
U,Sand,RS,73,9.2,1,202,1,356,11
U,Sand,RS,73,5.3,5,227,1,356,13
U,Sand,RS,73,4.3,1,52,1,356,2
U,Sand,RS,73,4.3,3,140,1,356,5.9
U,Sand,RS,73,4.4,0,107,1,356,6
U,Sand,RS,73,4.5,2,216,1,356,8.3
U,Sand,RS,73,4.4,0,67,1,356,3
U,Sand,RS,76,3.7,0,73,1,203,2
U,Sand,RS,76,5.2,1,245,1,305,12
U,Sand,RS,76,5.3,1,258,1,305,8.1
U,Sand,RS,76,4.7,1,258,1,305,7.7
U,Sand,RS,76,7,0,294,1,356,11
U,Sand,RS,89,4.6,3,94,1,203,2.7
U,Sand,RS,89,3.7,9,87,1,203,5
U,Sand,RS,89,3.7,14,80,1,203,4
U,Sand,RS,89,5.2,7,125,1,203,5.6
U,Sand,RS,89,3.1,1,48,1,203,2.7
U,Sand,RS,89,2.4,7,236,1,203,12
U,Sand,RS,89,5.8,3,109,1,203,4.3
U,Sand,RS,89,12,4,401,1,203,19
U,Sand,RS,89,5.9,3,84,1,203,5.1
U,Sand,RS,89,13,3,268,1,203,11
U,Sand,RS,89,5.6,1,262,1,254,9.2
U,Sand,RS,89,3.7,0,98,1,254,4.3
U,Sand,SS,44,6.1,0,258,1,356,13
U,Sand,SS,38,4.8,1,141,2,305,4.2
U,Sand,SS,38,4.3,1,165,2,305,3.1
U,Sand,SS,38,4.9,7,187,2,305,5.6
U,Sand,SS,38,5.8,3,215,2,305,3.9
U,Sand,SS,38,4.7,0,150,3,305,4
U,Sand,SS,38,4,0,133,3,305,3.3
U,Sand,SS,38,4.9,8,214,3,305,5.6
U,Sand,SS,38,6.3,4,231,3,305,7.1
U,Sand,SS,44,6.1,7,318,2,305,11
U,Sand,SS,44,3.1,3,125,3,305,4.7
U,Sand,RS,73,4.6,2,100,1,203,2.9
U,Sand,RS,73,4.1,6,113,1,203,3.9
U,Sand,RS,73,12,1,192,1,203,11
U,Sand,RS,73,3.4,1,56,1,203,1.6
U,Sand,RS,73,2.6,1,31,1,203,1.4
U,Sand,RS,73,2.6,1,25,1,203,1
U,Sand,RS,73,3.7,1,51,1,203,2.2
U,Sand,RS,73,3.7,1,52,1,203,2.6
U,Sand,RS,73,2.7,3,49,1,203,1.5
U,Sand,RS,73,3.1,7,40,1,203,1.4
U,Sand,RS,73,2.7,0,19,1,203,1
U,Sand,RS,73,3.7,1,66,1,203,1.8
U,Sand,RS,73,4.3,2,153,1,203,7.5
U,Sand,RS,73,7.9,2,162,1,203,5.2
U,Sand,RS,73,2.9,1,93,1,203,1.4
U,Sand,RS,73,9.2,1,202,1,356,11
U,Sand,RS,73,5.3,5,227,1,356,13
U,Sand,RS,73,4.3,1,52,1,356,2
U,Sand,RS,73,4.3,3,140,1,356,5.9
U,Sand,RS,73,4.4,0,107,1,356,6
U,Sand,RS,73,4.5,2,216,1,356,8.3
U,Sand,RS,73,4.4,0,67,1,356,3
U,Sand,RS,76,3.7,0,73,1,203,2
U,Sand,RS,76,5.2,1,245,1,305,12
U,Sand,RS,76,5.3,1,258,1,305,8.1
U,Sand,RS,76,4.7,1,258,1,305,7.7
U,Sand,RS,76,7,0,294,1,356,11
U,Sand,RS,89,4.6,3,94,1,203,2.7
U,Sand,RS,89,3.7,9,87,1,203,5
U,Sand,RS,89,3.7,14,80,1,203,4
U,Sand,RS,89,5.2,7,125,1,203,5.6
U,Sand,RS,89,3.1,1,48,1,203,2.7
U,Sand,RS,89,2.4,7,236,1,203,12
U,Sand,RS,89,5.8,3,109,1,203,4.3
U,Sand,RS,89,12,4,401,1,203,19
U,Sand,RS,89,5.9,3,84,1,203,5.1
U,Sand,RS,89,13,3,268,1,203,11
U,Sand,RS,89,5.6,1,262,1,254,9.2
U,Sand,RS,89,3.7,0,98,1,254,4.3
U,Sand,RS,89,7.3,3,109,1,254,6.4
U,Sand,RS,89,6.1,3,120,1,305,4.6
U,Sand,RS,89,10,3,234,1,305,12
U,Sand,RS,89,6.1,0,259,1,356,9.5
U,Sand,RS,89,5.2,1,228,1,356,9.5
U,Sand,RS,89,11,9,397,1,356,19
U,Sand,RS,114,4.3,8,127,1,254,10
U,Sand,RS,114,4.3,8,165,1,254,9.9
U,Sand,RS,73,3.8,0,192,2,254,7.6
U,Sand,RS,73,4.3,1,131,2,254,3.4
U,Sand,RS,73,4.6,2,164,2,305,4.4
U,Sand,RS,73,4.6,7,162,2,305,4.4
U,Sand,RS,73,3.8,1,55,2,305,3.5
U,Sand,RS,73,4.9,1,186,2,305,6.5
U,Sand,RS,73,4.9,4,184,2,305,5.3
U,Sand,RS,73,3.8,7,71,2,305,3.3
U,Sand,RS,73,4.4,2,93,2,305,4.3
U,Sand,RS,73,4,0,231,2,305,7.7
U,Sand,RS,73,4.4,4,151,2,305,4
U,Sand,RS,73,3.8,3,231,2,305,4.7
U,Sand,RS,73,5.5,2,218,3,305,6.3
U,Sand,RS,73,4.3,5,194,3,305,5.6
U,Sand,RS,73,3.8,1,80,3,305,2.4
U,Sand,RS,73,5.2,2,192,3,305,7.2
U,Sand,RS,73,5.2,3,206,3,305,6.4
U,Sand,RS,73,5.3,3,195,3,305,5.1
U,Sand,RS,73,3.8,2,173,3,305,4.6
U,Sand,RS,73,3.8,0,209,3,305,6
U,Sand,RS,73,3.7,31,216,3,305,9.5
U,Sand,RS,76,5.2,1,258,2,305,7.2
U,Sand,RS,76,5.2,1,298,3,305,9.9
U,Sand,RS,89,4.9,10,172,2,305,7.2
U,Sand,RS,89,4.9,14,169,2,305,7.6
U,Sand,RS,89,4.6,4,240,2,305,7.1
U,Sand,RS,89,3.4,3,91,2,305,4.1
U,Sand,RS,89,4.7,8,214,2,305,6.1
U,Sand,RS,89,4.9,7,181,2,305,5.3
U,Sand,RS,89,5.5,2,197,3,305,5.2
U,Sand,RS,89,5.2,11,232,3,305,9.6
U,Sand,RS,89,5.2,14,225,3,305,8.4
U,Sand,RS,89,3.8,8,271,3,305,7.5
U,Sand,RS,89,3.1,6,96,3,305,6
U,Sand,RS,89,5.3,1,262,3,305,7.9
U,Sand,RS,89,3.7,2,230,3,305,5.6
U,Sand,RS,89,5.2,9,165,3,305,4.6
U,Sand,RS,114,5,7,238,2,356,13
U,Sand,RS,114,4.9,9,266,2,356,15
U,Sand,RS,114,5.8,9,276,3,356,13
U,Sand,RS,114,5.8,9,275,3,356,15